event_id,t_sec,alarm
EVT0016,540,BASIS_WEIGHT_OFF_SPEC
EVT0017,0,BASIS_WEIGHT_OFF_SPEC
EVT0017,75,BASIS_WEIGHT_OFF_SPEC
EVT0017,150,BASIS_WEIGHT_OFF_SPEC
EVT0017,225,BASIS_WEIGHT_OFF_SPEC
EVT0017,300,BASIS_WEIGHT_OFF_SPEC
EVT0017,375,BASIS_WEIGHT_OFF_SPEC
EVT0017,510,BASIS_WEIGHT_OFF_SPEC
EVT0018,0,BASIS_WEIGHT_OFF_SPEC
EVT0018,75,BASIS_WEIGHT_OFF_SPEC
EVT0018,150,BASIS_WEIGHT_OFF_SPEC
EVT0018,225,BASIS_WEIGHT_OFF_SPEC
EVT0018,300,BASIS_WEIGHT_OFF_SPEC
EVT0018,375,BASIS_WEIGHT_OFF_SPEC
EVT0018,450,BASIS_WEIGHT_OFF_SPEC
EVT0018,525,BASIS_WEIGHT_OFF_SPEC
EVT0018,600,BASIS_WEIGHT_OFF_SPEC
EVT0018,675,BASIS_WEIGHT_OFF_SPEC
EVT0018,780,BASIS_WEIGHT_OFF_SPEC
EVT0019,0,BASIS_WEIGHT_OFF_SPEC
EVT0019,75,BASIS_WEIGHT_OFF_SPEC
EVT0019,150,BASIS_WEIGHT_OFF_SPEC
EVT0019,225,BASIS_WEIGHT_OFF_SPEC
EVT0019,300,BASIS_WEIGHT_OFF_SPEC
EVT0019,375,BASIS_WEIGHT_OFF_SPEC
EVT0019,465,BASIS_WEIGHT_OFF_SPEC
EVT0020,0,BASIS_WEIGHT_OFF_SPEC
EVT0020,75,BASIS_WEIGHT_OFF_SPEC
EVT0020,150,BASIS_WEIGHT_OFF_SPEC
EVT0020,225,BASIS_WEIGHT_OFF_SPEC
EVT0020,300,BASIS_WEIGHT_OFF_SPEC
EVT0020,375,BASIS_WEIGHT_OFF_SPEC
EVT0020,450,BASIS_WEIGHT_OFF_SPEC
EVT0020,525,BASIS_WEIGHT_OFF_SPEC
EVT0020,615,BASIS_WEIGHT_OFF_SPEC
EVT0020,750,BASIS_WEIGHT_OFF_SPEC
EVT0021,0,BASIS_WEIGHT_OFF_SPEC
EVT0021,75,BASIS_WEIGHT_OFF_SPEC
EVT0021,150,BASIS_WEIGHT_OFF_SPEC
EVT0021,225,BASIS_WEIGHT_OFF_SPEC
EVT0021,300,BASIS_WEIGHT_OFF_SPEC
EVT0021,375,BASIS_WEIGHT_OFF_SPEC
EVT0021,450,BASIS_WEIGHT_OFF_SPEC
EVT0021,525,BASIS_WEIGHT_OFF_SPEC
EVT0021,600,BASIS_WEIGHT_OFF_SPEC
EVT0021,705,BASIS_WEIGHT_OFF_SPEC
EVT0022,0,BASIS_WEIGHT_OFF_SPEC
EVT0022,75,BASIS_WEIGHT_OFF_SPEC
EVT0022,150,BASIS_WEIGHT_OFF_SPEC
EVT0022,225,BASIS_WEIGHT_OFF_SPEC
EVT0022,300,BASIS_WEIGHT_OFF_SPEC
EVT0022,375,BASIS_WEIGHT_OFF_SPEC
EVT0022,450,BASIS_WEIGHT_OFF_SPEC
EVT0022,525,BASIS_WEIGHT_OFF_SPEC
EVT0022,615,BASIS_WEIGHT_OFF_SPEC
EVT0023,0,BASIS_WEIGHT_OFF_SPEC
EVT0023,75,BASIS_WEIGHT_OFF_SPEC
EVT0023,150,BASIS_WEIGHT_OFF_SPEC
EVT0023,225,BASIS_WEIGHT_OFF_SPEC
EVT0023,300,BASIS_WEIGHT_OFF_SPEC
EVT0023,375,BASIS_WEIGHT_OFF_SPEC
EVT0023,465,BASIS_WEIGHT_OFF_SPEC
EVT0023,630,BASIS_WEIGHT_OFF_SPEC
EVT0024,0,BASIS_WEIGHT_OFF_SPEC
EVT0024,75,BASIS_WEIGHT_OFF_SPEC
EVT0024,150,BASIS_WEIGHT_OFF_SPEC
EVT0024,225,BASIS_WEIGHT_OFF_SPEC
EVT0024,300,BASIS_WEIGHT_OFF_SPEC
EVT0024,390,BASIS_WEIGHT_OFF_SPEC
EVT0024,465,BASIS_WEIGHT_OFF_SPEC
EVT0024,660,BASIS_WEIGHT_OFF_SPEC
EVT0025,0,BASIS_WEIGHT_OFF_SPEC
EVT0025,75,BASIS_WEIGHT_OFF_SPEC
EVT0025,150,BASIS_WEIGHT_OFF_SPEC
EVT0025,225,BASIS_WEIGHT_OFF_SPEC
EVT0025,300,BASIS_WEIGHT_OFF_SPEC
EVT0025,375,BASIS_WEIGHT_OFF_SPEC
EVT0026,0,BASIS_WEIGHT_OFF_SPEC
EVT0026,75,BASIS_WEIGHT_OFF_SPEC
EVT0026,150,BASIS_WEIGHT_OFF_SPEC
EVT0026,225,BASIS_WEIGHT_OFF_SPEC
EVT0026,300,BASIS_WEIGHT_OFF_SPEC
EVT0026,375,BASIS_WEIGHT_OFF_SPEC
EVT0026,450,BASIS_WEIGHT_OFF_SPEC
EVT0027,0,BASIS_WEIGHT_OFF_SPEC
EVT0027,75,BASIS_WEIGHT_OFF_SPEC
EVT0027,150,BASIS_WEIGHT_OFF_SPEC
EVT0027,225,BASIS_WEIGHT_OFF_SPEC
EVT0027,300,BASIS_WEIGHT_OFF_SPEC
EVT0027,375,BASIS_WEIGHT_OFF_SPEC
EVT0027,450,BASIS_WEIGHT_OFF_SPEC
EVT0027,525,BASIS_WEIGHT_OFF_SPEC
EVT0027,630,BASIS_WEIGHT_OFF_SPEC
EVT0028,0,BASIS_WEIGHT_OFF_SPEC
EVT0028,75,BASIS_WEIGHT_OFF_SPEC
EVT0028,150,BASIS_WEIGHT_OFF_SPEC
EVT0028,225,BASIS_WEIGHT_OFF_SPEC
EVT0028,300,BASIS_WEIGHT_OFF_SPEC
EVT0028,375,BASIS_WEIGHT_OFF_SPEC
EVT0028,450,BASIS_WEIGHT_OFF_SPEC
EVT0028,525,BASIS_WEIGHT_OFF_SPEC
EVT0029,0,BASIS_WEIGHT_OFF_SPEC
EVT0029,75,BASIS_WEIGHT_OFF_SPEC
EVT0029,150,BASIS_WEIGHT_OFF_SPEC
EVT0029,225,BASIS_WEIGHT_OFF_SPEC
EVT0029,300,BASIS_WEIGHT_OFF_SPEC
EVT0029,375,BASIS_WEIGHT_OFF_SPEC
EVT0029,450,BASIS_WEIGHT_OFF_SPEC
EVT0029,525,BASIS_WEIGHT_OFF_SPEC
EVT0029,810,BASIS_WEIGHT_OFF_SPEC
EVT0030,0,BASIS_WEIGHT_OFF_SPEC
EVT0030,75,BASIS_WEIGHT_OFF_SPEC
EVT0030,150,BASIS_WEIGHT_OFF_SPEC
EVT0030,225,BASIS_WEIGHT_OFF_SPEC
EVT0030,300,BASIS_WEIGHT_OFF_SPEC
EVT0030,375,BASIS_WEIGHT_OFF_SPEC
EVT0030,450,BASIS_WEIGHT_OFF_SPEC
EVT0030,525,BASIS_WEIGHT_OFF_SPEC
EVT0030,615,BASIS_WEIGHT_OFF_SPEC
EVT0031,0,BASIS_WEIGHT_OFF_SPEC
EVT0031,75,BASIS_WEIGHT_OFF_SPEC
EVT0031,150,BASIS_WEIGHT_OFF_SPEC
EVT0031,225,BASIS_WEIGHT_OFF_SPEC
EVT0031,300,BASIS_WEIGHT_OFF_SPEC
EVT0031,375,BASIS_WEIGHT_OFF_SPEC
EVT0032,0,BASIS_WEIGHT_OFF_SPEC
EVT0032,75,BASIS_WEIGHT_OFF_SPEC
EVT0032,150,BASIS_WEIGHT_OFF_SPEC
EVT0032,225,BASIS_WEIGHT_OFF_SPEC
EVT0032,300,BASIS_WEIGHT_OFF_SPEC
EVT0032,375,BASIS_WEIGHT_OFF_SPEC
EVT0032,465,BASIS_WEIGHT_OFF_SPEC
EVT0033,0,BASIS_WEIGHT_OFF_SPEC
EVT0033,75,BASIS_WEIGHT_OFF_SPEC
EVT0033,150,BASIS_WEIGHT_OFF_SPEC
EVT0033,225,BASIS_WEIGHT_OFF_SPEC
EVT0033,300,BASIS_WEIGHT_OFF_SPEC
EVT0034,0,BASIS_WEIGHT_OFF_SPEC
EVT0034,75,BASIS_WEIGHT_OFF_SPEC
EVT0034,150,BASIS_WEIGHT_OFF_SPEC
EVT0034,225,BASIS_WEIGHT_OFF_SPEC
EVT0034,300,BASIS_WEIGHT_OFF_SPEC
EVT0034,375,BASIS_WEIGHT_OFF_SPEC
EVT0034,450,BASIS_WEIGHT_OFF_SPEC
EVT0034,525,BASIS_WEIGHT_OFF_SPEC
EVT0034,630,BASIS_WEIGHT_OFF_SPEC
EVT0035,0,BASIS_WEIGHT_OFF_SPEC
EVT0035,75,BASIS_WEIGHT_OFF_SPEC
EVT0035,150,BASIS_WEIGHT_OFF_SPEC
EVT0035,225,BASIS_WEIGHT_OFF_SPEC
EVT0035,300,BASIS_WEIGHT_OFF_SPEC
EVT0036,0,BASIS_WEIGHT_OFF_SPEC
EVT0036,75,BASIS_WEIGHT_OFF_SPEC
EVT0036,150,BASIS_WEIGHT_OFF_SPEC
EVT0036,225,BASIS_WEIGHT_OFF_SPEC
EVT0036,300,BASIS_WEIGHT_OFF_SPEC
EVT0036,390,BASIS_WEIGHT_OFF_SPEC
EVT0037,0,BASIS_WEIGHT_OFF_SPEC
EVT0037,75,BASIS_WEIGHT_OFF_SPEC
EVT0037,150,BASIS_WEIGHT_OFF_SPEC
EVT0037,225,BASIS_WEIGHT_OFF_SPEC
EVT0037,300,BASIS_WEIGHT_OFF_SPEC
EVT0037,375,BASIS_WEIGHT_OFF_SPEC
EVT0037,450,BASIS_WEIGHT_OFF_SPEC
EVT0037,525,BASIS_WEIGHT_OFF_SPEC
EVT0037,600,BASIS_WEIGHT_OFF_SPEC
EVT0037,675,BASIS_WEIGHT_OFF_SPEC
EVT0038,0,BASIS_WEIGHT_OFF_SPEC
EVT0038,75,BASIS_WEIGHT_OFF_SPEC
EVT0038,150,BASIS_WEIGHT_OFF_SPEC
EVT0038,225,BASIS_WEIGHT_OFF_SPEC
EVT0038,300,BASIS_WEIGHT_OFF_SPEC
EVT0038,375,BASIS_WEIGHT_OFF_SPEC
EVT0038,450,BASIS_WEIGHT_OFF_SPEC
EVT0038,540,BASIS_WEIGHT_OFF_SPEC
EVT0038,870,BASIS_WEIGHT_OFF_SPEC
EVT0039,0,BASIS_WEIGHT_OFF_SPEC
EVT0039,75,BASIS_WEIGHT_OFF_SPEC
EVT0039,150,BASIS_WEIGHT_OFF_SPEC
EVT0039,225,BASIS_WEIGHT_OFF_SPEC
EVT0039,300,BASIS_WEIGHT_OFF_SPEC
EVT0040,0,BASIS_WEIGHT_OFF_SPEC
EVT0040,75,BASIS_WEIGHT_OFF_SPEC
EVT0040,150,BASIS_WEIGHT_OFF_SPEC
EVT0040,225,BASIS_WEIGHT_OFF_SPEC
EVT0040,300,BASIS_WEIGHT_OFF_SPEC
EVT0040,375,BASIS_WEIGHT_OFF_SPEC
EVT0040,450,BASIS_WEIGHT_OFF_SPEC
EVT0041,0,BASIS_WEIGHT_OFF_SPEC
EVT0041,75,BASIS_WEIGHT_OFF_SPEC
EVT0041,150,BASIS_WEIGHT_OFF_SPEC
EVT0041,225,BASIS_WEIGHT_OFF_SPEC
EVT0041,300,BASIS_WEIGHT_OFF_SPEC
EVT0041,375,BASIS_WEIGHT_OFF_SPEC
EVT0041,465,BASIS_WEIGHT_OFF_SPEC
EVT0042,0,BASIS_WEIGHT_OFF_SPEC
EVT0042,75,BASIS_WEIGHT_OFF_SPEC
EVT0042,150,BASIS_WEIGHT_OFF_SPEC
EVT0042,225,BASIS_WEIGHT_OFF_SPEC
EVT0042,300,BASIS_WEIGHT_OFF_SPEC
EVT0042,375,BASIS_WEIGHT_OFF_SPEC
EVT0042,480,BASIS_WEIGHT_OFF_SPEC
EVT0042,630,BASIS_WEIGHT_OFF_SPEC
EVT0043,0,BASIS_WEIGHT_OFF_SPEC
EVT0043,75,BASIS_WEIGHT_OFF_SPEC
EVT0043,150,BASIS_WEIGHT_OFF_SPEC
EVT0043,225,BASIS_WEIGHT_OFF_SPEC
EVT0043,300,BASIS_WEIGHT_OFF_SPEC
EVT0043,390,BASIS_WEIGHT_OFF_SPEC
EVT0044,0,BASIS_WEIGHT_OFF_SPEC
EVT0044,75,BASIS_WEIGHT_OFF_SPEC
EVT0044,150,BASIS_WEIGHT_OFF_SPEC
EVT0044,225,BASIS_WEIGHT_OFF_SPEC
EVT0044,300,BASIS_WEIGHT_OFF_SPEC
EVT0045,0,BASIS_WEIGHT_OFF_SPEC
EVT0045,75,BASIS_WEIGHT_OFF_SPEC
EVT0045,150,BASIS_WEIGHT_OFF_SPEC
EVT0045,225,BASIS_WEIGHT_OFF_SPEC
EVT0045,300,BASIS_WEIGHT_OFF_SPEC
EVT0045,375,BASIS_WEIGHT_OFF_SPEC
EVT0046,0,BASIS_WEIGHT_OFF_SPEC
EVT0046,75,BASIS_WEIGHT_OFF_SPEC
EVT0046,150,BASIS_WEIGHT_OFF_SPEC
EVT0046,225,BASIS_WEIGHT_OFF_SPEC
EVT0046,300,BASIS_WEIGHT_OFF_SPEC
EVT0046,375,BASIS_WEIGHT_OFF_SPEC
EVT0046,450,BASIS_WEIGHT_OFF_SPEC
EVT0046,525,BASIS_WEIGHT_OFF_SPEC
EVT0046,615,BASIS_WEIGHT_OFF_SPEC
EVT0046,720,BASIS_WEIGHT_OFF_SPEC
EVT0047,0,BASIS_WEIGHT_OFF_SPEC
EVT0047,75,BASIS_WEIGHT_OFF_SPEC
EVT0047,150,BASIS_WEIGHT_OFF_SPEC
EVT0047,225,BASIS_WEIGHT_OFF_SPEC
EVT0047,300,BASIS_WEIGHT_OFF_SPEC
EVT0047,375,BASIS_WEIGHT_OFF_SPEC
EVT0047,450,BASIS_WEIGHT_OFF_SPEC
EVT0047,555,BASIS_WEIGHT_OFF_SPEC
EVT0048,0,BASIS_WEIGHT_OFF_SPEC
EVT0048,75,BASIS_WEIGHT_OFF_SPEC
EVT0048,150,BASIS_WEIGHT_OFF_SPEC
EVT0048,225,BASIS_WEIGHT_OFF_SPEC
EVT0048,300,BASIS_WEIGHT_OFF_SPEC
EVT0049,0,BASIS_WEIGHT_OFF_SPEC
EVT0049,75,BASIS_WEIGHT_OFF_SPEC
EVT0049,150,BASIS_WEIGHT_OFF_SPEC
EVT0049,225,BASIS_WEIGHT_OFF_SPEC
EVT0049,300,BASIS_WEIGHT_OFF_SPEC
EVT0049,375,BASIS_WEIGHT_OFF_SPEC
EVT0049,450,BASIS_WEIGHT_OFF_SPEC
EVT0049,525,BASIS_WEIGHT_OFF_SPEC
EVT0049,600,BASIS_WEIGHT_OFF_SPEC
EVT0049,675,BASIS_WEIGHT_OFF_SPEC
EVT0049,750,BASIS_WEIGHT_OFF_SPEC
EVT0049,840,BASIS_WEIGHT_OFF_SPEC
EVT0049,960,BASIS_WEIGHT_OFF_SPEC
EVT0050,0,BASIS_WEIGHT_OFF_SPEC
EVT0050,75,BASIS_WEIGHT_OFF_SPEC
EVT0050,150,BASIS_WEIGHT_OFF_SPEC
EVT0050,225,BASIS_WEIGHT_OFF_SPEC
EVT0050,300,BASIS_WEIGHT_OFF_SPEC
EVT0050,375,BASIS_WEIGHT_OFF_SPEC
EVT0050,450,BASIS_WEIGHT_OFF_SPEC
EVT0051,0,BASIS_WEIGHT_OFF_SPEC
EVT0051,75,BASIS_WEIGHT_OFF_SPEC
EVT0051,150,BASIS_WEIGHT_OFF_SPEC
EVT0051,225,BASIS_WEIGHT_OFF_SPEC
EVT0051,300,BASIS_WEIGHT_OFF_SPEC
EVT0051,375,BASIS_WEIGHT_OFF_SPEC
EVT0051,465,BASIS_WEIGHT_OFF_SPEC
EVT0051,600,BASIS_WEIGHT_OFF_SPEC
EVT0052,0,BASIS_WEIGHT_OFF_SPEC
EVT0052,75,BASIS_WEIGHT_OFF_SPEC
EVT0052,150,BASIS_WEIGHT_OFF_SPEC
EVT0052,225,BASIS_WEIGHT_OFF_SPEC
EVT0052,300,BASIS_WEIGHT_OFF_SPEC
EVT0052,375,BASIS_WEIGHT_OFF_SPEC
EVT0052,465,BASIS_WEIGHT_OFF_SPEC
EVT0052,585,BASIS_WEIGHT_OFF_SPEC
EVT0053,0,BASIS_WEIGHT_OFF_SPEC
EVT0053,75,BASIS_WEIGHT_OFF_SPEC
EVT0053,150,BASIS_WEIGHT_OFF_SPEC
EVT0053,225,BASIS_WEIGHT_OFF_SPEC
EVT0053,300,BASIS_WEIGHT_OFF_SPEC
EVT0053,375,BASIS_WEIGHT_OFF_SPEC
EVT0053,450,BASIS_WEIGHT_OFF_SPEC
EVT0053,525,BASIS_WEIGHT_OFF_SPEC
EVT0053,600,BASIS_WEIGHT_OFF_SPEC
EVT0054,0,BASIS_WEIGHT_OFF_SPEC
EVT0054,75,BASIS_WEIGHT_OFF_SPEC
EVT0054,150,BASIS_WEIGHT_OFF_SPEC
EVT0054,225,BASIS_WEIGHT_OFF_SPEC
EVT0054,300,BASIS_WEIGHT_OFF_SPEC
EVT0054,375,BASIS_WEIGHT_OFF_SPEC
EVT0054,450,BASIS_WEIGHT_OFF_SPEC
EVT0054,525,BASIS_WEIGHT_OFF_SPEC
EVT0054,600,BASIS_WEIGHT_OFF_SPEC
EVT0055,0,BASIS_WEIGHT_OFF_SPEC
EVT0055,75,BASIS_WEIGHT_OFF_SPEC
EVT0055,150,BASIS_WEIGHT_OFF_SPEC
EVT0055,225,BASIS_WEIGHT_OFF_SPEC
EVT0055,300,BASIS_WEIGHT_OFF_SPEC
EVT0055,375,BASIS_WEIGHT_OFF_SPEC
EVT0055,450,BASIS_WEIGHT_OFF_SPEC
EVT0055,525,BASIS_WEIGHT_OFF_SPEC
EVT0056,0,BASIS_WEIGHT_OFF_SPEC
EVT0056,75,BASIS_WEIGHT_OFF_SPEC
EVT0056,150,BASIS_WEIGHT_OFF_SPEC
EVT0056,225,BASIS_WEIGHT_OFF_SPEC
EVT0056,300,BASIS_WEIGHT_OFF_SPEC
EVT0056,405,BASIS_WEIGHT_OFF_SPEC
EVT0057,0,BASIS_WEIGHT_OFF_SPEC
EVT0057,75,BASIS_WEIGHT_OFF_SPEC
EVT0057,150,BASIS_WEIGHT_OFF_SPEC
EVT0057,225,BASIS_WEIGHT_OFF_SPEC
EVT0057,300,BASIS_WEIGHT_OFF_SPEC
EVT0057,375,BASIS_WEIGHT_OFF_SPEC
EVT0057,450,BASIS_WEIGHT_OFF_SPEC
EVT0057,540,BASIS_WEIGHT_OFF_SPEC
EVT0058,0,BASIS_WEIGHT_OFF_SPEC
EVT0058,75,BASIS_WEIGHT_OFF_SPEC
EVT0058,150,BASIS_WEIGHT_OFF_SPEC
EVT0058,225,BASIS_WEIGHT_OFF_SPEC
EVT0058,300,BASIS_WEIGHT_OFF_SPEC
EVT0058,375,BASIS_WEIGHT_OFF_SPEC
EVT0059,0,BASIS_WEIGHT_OFF_SPEC
EVT0059,75,BASIS_WEIGHT_OFF_SPEC
EVT0059,150,BASIS_WEIGHT_OFF_SPEC
EVT0059,225,BASIS_WEIGHT_OFF_SPEC
EVT0059,300,BASIS_WEIGHT_OFF_SPEC
EVT0059,375,BASIS_WEIGHT_OFF_SPEC
EVT0059,450,BASIS_WEIGHT_OFF_SPEC
EVT0059,525,BASIS_WEIGHT_OFF_SPEC
EVT0059,705,BASIS_WEIGHT_OFF_SPEC
EVT0060,0,BASIS_WEIGHT_OFF_SPEC
EVT0060,75,BASIS_WEIGHT_OFF_SPEC
EVT0060,150,BASIS_WEIGHT_OFF_SPEC
EVT0060,225,BASIS_WEIGHT_OFF_SPEC
EVT0060,300,BASIS_WEIGHT_OFF_SPEC
EVT0060,375,BASIS_WEIGHT_OFF_SPEC
EVT0060,450,BASIS_WEIGHT_OFF_SPEC
EVT0060,525,BASIS_WEIGHT_OFF_SPEC
EVT0060,600,BASIS_WEIGHT_OFF_SPEC
