transition_id,ts_start,ts_end,machine_id,grade_from,grade_to,trigger,outcome,chained,confounded,stabilization_time_sec,censored,fault_injected,theta_bw_s
EVT0089,2026-02-08 09:00:00+00:00,2026-02-08 09:21:55+00:00,PM1,GradeD,GradeC,AUTO,DEGRADED,False,False,580.0,False,,24.0
EVT0090,2026-02-08 11:00:00+00:00,2026-02-08 11:21:55+00:00,PM1,GradeB,GradeA,AUTO,SUCCESS,False,False,565.0,False,,23.5
EVT0091,2026-02-08 19:00:00+00:00,2026-02-08 19:21:55+00:00,PM1,GradeD,GradeB,AUTO,SUCCESS,False,False,775.0,False,scanner_standardization_gap,26.5
EVT0092,2026-02-09 12:00:00+00:00,2026-02-09 12:21:55+00:00,PM1,GradeA,GradeC,AUTO,DEGRADED,True,False,990.0,False,consistency_upset,21.0
EVT0093,2026-02-09 13:00:00+00:00,2026-02-09 13:21:55+00:00,PM1,GradeB,GradeD,AUTO,SUCCESS,False,False,530.0,False,,26.5
EVT0094,2026-02-09 19:00:00+00:00,2026-02-09 19:21:55+00:00,PM1,GradeA,GradeC,AUTO,SUCCESS,False,False,605.0,False,,21.0
EVT0095,2026-02-10 10:00:00+00:00,2026-02-10 10:21:55+00:00,PM1,GradeC,GradeB,AUTO,DEGRADED,False,False,660.0,False,steam_header_saturation,22.5
EVT0096,2026-02-10 19:00:00+00:00,2026-02-10 19:21:55+00:00,PM1,GradeA,GradeB,AUTO,SUCCESS,True,False,610.0,False,,23.5
EVT0097,2026-02-11 00:00:00+00:00,2026-02-11 00:21:55+00:00,PM1,GradeB,GradeD,AUTO,SUCCESS,False,False,430.0,False,,26.5
EVT0098,2026-02-11 10:00:00+00:00,2026-02-11 10:21:55+00:00,PM1,GradeC,GradeD,AUTO,DEGRADED,False,False,485.0,False,,24.0
EVT0099,2026-02-11 19:00:00+00:00,2026-02-11 19:21:55+00:00,PM1,GradeD,GradeC,AUTO,DEGRADED,False,False,770.0,False,,24.0
EVT0100,2026-02-12 09:00:00+00:00,2026-02-12 09:21:55+00:00,PM1,GradeC,GradeB,AUTO,FAILURE,False,False,,True,stuck_actuator,22.5
EVT0101,2026-02-12 21:00:00+00:00,2026-02-12 21:21:55+00:00,PM1,GradeA,GradeC,AUTO,SUCCESS,False,False,940.0,False,,21.0
EVT0102,2026-02-12 16:00:00+00:00,2026-02-12 16:21:55+00:00,PM1,GradeD,GradeB,AUTO,DEGRADED,False,False,610.0,False,,26.5
EVT0103,2026-02-13 03:00:00+00:00,2026-02-13 03:21:55+00:00,PM1,GradeA,GradeB,AUTO,DEGRADED,False,False,455.0,False,,23.5
EVT0104,2026-02-13 10:00:00+00:00,2026-02-13 10:21:55+00:00,PM1,GradeB,GradeD,AUTO,DEGRADED,False,False,525.0,False,consistency_upset,26.5
EVT0105,2026-02-14 09:00:00+00:00,2026-02-14 09:21:55+00:00,PM1,GradeC,GradeA,AUTO,DEGRADED,True,False,455.0,False,,21.0
EVT0106,2026-02-14 05:00:00+00:00,2026-02-14 05:21:55+00:00,PM1,GradeB,GradeA,AUTO,SUCCESS,False,False,585.0,False,,23.5
EVT0107,2026-02-14 19:00:00+00:00,2026-02-14 19:21:55+00:00,PM1,GradeD,GradeC,AUTO,FAILURE,True,False,,True,retention_drop,24.0
EVT0108,2026-02-15 10:00:00+00:00,2026-02-15 10:21:55+00:00,PM1,GradeA,GradeC,AUTO,SUCCESS,True,False,590.0,False,,21.0
EVT0109,2026-02-15 14:00:00+00:00,2026-02-15 14:21:55+00:00,PM1,GradeA,GradeD,AUTO,DEGRADED,False,False,480.0,False,,25.0
EVT0110,2026-02-16 07:00:00+00:00,2026-02-16 07:21:55+00:00,PM1,GradeA,GradeC,AUTO,FAILURE,False,False,,True,,21.0
EVT0111,2026-02-16 11:00:00+00:00,2026-02-16 11:21:55+00:00,PM1,GradeA,GradeC,AUTO,SUCCESS,False,False,590.0,False,,21.0
EVT0112,2026-02-17 00:00:00+00:00,2026-02-17 00:21:55+00:00,PM1,GradeD,GradeC,AUTO,ABORTED,False,False,,True,sheet_break,24.0
EVT0113,2026-02-17 10:00:00+00:00,2026-02-17 10:21:55+00:00,PM1,GradeD,GradeC,AUTO,REVERSED,False,False,,True,,24.0
EVT0114,2026-02-17 19:00:00+00:00,2026-02-17 19:21:55+00:00,PM1,GradeB,GradeC,AUTO,DEGRADED,False,False,575.0,False,steam_header_saturation,22.5
EVT0115,2026-02-17 18:00:00+00:00,2026-02-17 18:21:55+00:00,PM1,GradeC,GradeD,AUTO,DEGRADED,False,False,595.0,False,,24.0
EVT0116,2026-02-18 12:00:00+00:00,2026-02-18 12:21:55+00:00,PM1,GradeD,GradeB,AUTO,DEGRADED,False,False,455.0,False,retention_drop,26.5
EVT0117,2026-02-18 17:00:00+00:00,2026-02-18 17:21:55+00:00,PM1,GradeB,GradeD,AUTO,SUCCESS,False,False,500.0,False,,26.5
EVT0118,2026-02-18 20:00:00+00:00,2026-02-18 20:21:55+00:00,PM1,GradeA,GradeB,AUTO,SUCCESS,True,True,550.0,False,,23.5
EVT0119,2026-02-19 02:00:00+00:00,2026-02-19 02:21:55+00:00,PM1,GradeD,GradeC,AUTO,DEGRADED,False,False,750.0,False,stuck_actuator,24.0
EVT0120,2026-02-19 12:00:00+00:00,2026-02-19 12:21:55+00:00,PM1,GradeA,GradeC,AUTO,FAILURE,True,False,,True,,21.0
EVT0121,2026-02-20 06:00:00+00:00,2026-02-20 06:21:55+00:00,PM1,GradeC,GradeA,AUTO,SUCCESS,False,False,530.0,False,,21.0
EVT0122,2026-02-20 08:00:00+00:00,2026-02-20 08:21:55+00:00,PM1,GradeD,GradeB,AUTO,DEGRADED,False,False,695.0,False,,26.5
EVT0123,2026-02-20 16:00:00+00:00,2026-02-20 16:21:55+00:00,PM1,GradeC,GradeB,AUTO,DEGRADED,False,False,510.0,False,scanner_standardization_gap,22.5
EVT0124,2026-02-21 08:00:00+00:00,2026-02-21 08:21:55+00:00,PM1,GradeB,GradeC,AUTO,DEGRADED,False,False,690.0,False,,22.5
EVT0125,2026-02-21 17:00:00+00:00,2026-02-21 17:21:55+00:00,PM1,GradeA,GradeC,AUTO,SUCCESS,False,False,820.0,False,,21.0
EVT0126,2026-02-22 04:00:00+00:00,2026-02-22 04:21:55+00:00,PM1,GradeA,GradeB,AUTO,DEGRADED,False,False,615.0,False,,23.5
EVT0127,2026-02-22 16:00:00+00:00,2026-02-22 16:21:55+00:00,PM1,GradeA,GradeB,AUTO,ABORTED,False,False,,True,sheet_break,23.5
EVT0128,2026-02-22 18:00:00+00:00,2026-02-22 18:21:55+00:00,PM1,GradeB,GradeC,AUTO,DEGRADED,False,False,500.0,False,,22.5
EVT0129,2026-02-23 03:00:00+00:00,2026-02-23 03:21:55+00:00,PM1,GradeB,GradeC,AUTO,ABORTED,False,False,,True,sheet_break,22.5
EVT0130,2026-02-23 14:00:00+00:00,2026-02-23 14:21:55+00:00,PM1,GradeA,GradeD,AUTO,DEGRADED,False,False,495.0,False,,25.0
EVT0131,2026-02-23 17:00:00+00:00,2026-02-23 17:21:55+00:00,PM1,GradeB,GradeA,AUTO,SUCCESS,False,False,590.0,False,,23.5
EVT0132,2026-02-24 02:00:00+00:00,2026-02-24 02:21:55+00:00,PM1,GradeD,GradeB,AUTO,REVERSED,False,False,,True,,26.5
EVT0133,2026-02-24 09:00:00+00:00,2026-02-24 09:21:55+00:00,PM1,GradeB,GradeC,AUTO,DEGRADED,False,False,605.0,False,,22.5
EVT0134,2026-02-24 23:00:00+00:00,2026-02-24 23:21:55+00:00,PM1,GradeD,GradeB,AUTO,SUCCESS,False,False,465.0,False,,26.5
EVT0135,2026-02-25 01:00:00+00:00,2026-02-25 01:21:55+00:00,PM1,GradeC,GradeA,AUTO,SUCCESS,False,True,930.0,False,,21.0
EVT0136,2026-02-25 18:00:00+00:00,2026-02-25 18:21:55+00:00,PM1,GradeC,GradeB,AUTO,DEGRADED,False,False,485.0,False,consistency_upset,22.5
EVT0137,2026-02-26 05:00:00+00:00,2026-02-26 05:21:55+00:00,PM1,GradeB,GradeA,AUTO,SUCCESS,False,False,625.0,False,,23.5
EVT0138,2026-02-26 07:00:00+00:00,2026-02-26 07:21:55+00:00,PM1,GradeD,GradeC,AUTO,FAILURE,False,False,,True,,24.0
EVT0139,2026-02-27 04:00:00+00:00,2026-02-27 04:21:55+00:00,PM1,GradeB,GradeA,AUTO,SUCCESS,False,False,525.0,False,,23.5
EVT0140,2026-02-27 11:00:00+00:00,2026-02-27 11:21:55+00:00,PM1,GradeD,GradeB,AUTO,SUCCESS,False,False,505.0,False,,26.5
EVT0141,2026-02-27 20:00:00+00:00,2026-02-27 20:21:55+00:00,PM1,GradeD,GradeA,AUTO,DEGRADED,False,False,800.0,False,,25.0
EVT0142,2026-02-27 17:00:00+00:00,2026-02-27 17:21:55+00:00,PM1,GradeB,GradeD,AUTO,SUCCESS,False,False,470.0,False,,26.5
EVT0143,2026-02-28 01:00:00+00:00,2026-02-28 01:21:55+00:00,PM1,GradeB,GradeD,AUTO,DEGRADED,False,False,465.0,False,,26.5
EVT0144,2026-02-28 16:00:00+00:00,2026-02-28 16:21:55+00:00,PM1,GradeA,GradeD,AUTO,DEGRADED,False,False,475.0,False,,25.0
EVT0145,2026-03-01 02:00:00+00:00,2026-03-01 02:21:55+00:00,PM1,GradeB,GradeC,AUTO,DEGRADED,False,False,495.0,False,scanner_standardization_gap,22.5
EVT0146,2026-03-01 15:00:00+00:00,2026-03-01 15:21:55+00:00,PM1,GradeD,GradeB,AUTO,DEGRADED,False,False,510.0,False,consistency_upset,26.5
EVT0147,2026-03-01 15:00:00+00:00,2026-03-01 15:21:55+00:00,PM1,GradeB,GradeA,AUTO,SUCCESS,False,False,590.0,False,,23.5
EVT0148,2026-03-02 03:00:00+00:00,2026-03-02 03:21:55+00:00,PM1,GradeB,GradeD,AUTO,DEGRADED,False,False,560.0,False,,26.5
EVT0149,2026-03-02 17:00:00+00:00,2026-03-02 17:21:55+00:00,PM1,GradeC,GradeD,AUTO,DEGRADED,False,False,490.0,False,,24.0
EVT0150,2026-03-03 01:00:00+00:00,2026-03-03 01:21:55+00:00,PM1,GradeD,GradeB,AUTO,DEGRADED,False,False,620.0,False,,26.5
EVT0151,2026-03-03 12:00:00+00:00,2026-03-03 12:21:55+00:00,PM1,GradeC,GradeD,AUTO,DEGRADED,False,False,650.0,False,,24.0
EVT0152,2026-03-03 23:00:00+00:00,2026-03-03 23:21:55+00:00,PM1,GradeA,GradeB,AUTO,SUCCESS,False,False,700.0,False,,23.5
EVT0153,2026-03-03 20:00:00+00:00,2026-03-03 20:21:55+00:00,PM1,GradeB,GradeC,AUTO,DEGRADED,True,False,560.0,False,steam_header_saturation,22.5
EVT0154,2026-03-04 10:00:00+00:00,2026-03-04 10:21:55+00:00,PM1,GradeB,GradeD,AUTO,SUCCESS,False,False,515.0,False,scanner_standardization_gap,26.5
EVT0155,2026-03-05 04:00:00+00:00,2026-03-05 04:21:55+00:00,PM1,GradeB,GradeA,AUTO,DEGRADED,False,False,590.0,False,,23.5
EVT0156,2026-03-05 00:00:00+00:00,2026-03-05 00:21:55+00:00,PM1,GradeA,GradeC,AUTO,SUCCESS,False,False,550.0,False,scanner_standardization_gap,21.0
EVT0157,2026-03-05 15:00:00+00:00,2026-03-05 15:21:55+00:00,PM1,GradeA,GradeB,AUTO,SUCCESS,False,False,490.0,False,,23.5
EVT0158,2026-03-05 23:00:00+00:00,2026-03-05 23:21:55+00:00,PM1,GradeC,GradeB,AUTO,DEGRADED,False,False,465.0,False,,22.5
EVT0159,2026-03-06 03:00:00+00:00,2026-03-06 03:21:55+00:00,PM1,GradeC,GradeA,AUTO,SUCCESS,False,False,495.0,False,scanner_standardization_gap,21.0
