event_id,ts,alarm
EVT0002,2026-01-06 13:07:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0002,2026-01-06 13:07:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0002,2026-01-06 13:08:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0002,2026-01-06 13:08:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0002,2026-01-06 13:08:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0002,2026-01-06 13:09:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0002,2026-01-06 13:09:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0002,2026-01-06 13:10:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0002,2026-01-06 13:10:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0004,2026-01-06 23:05:45+00:00,SCANNER_STANDARDIZING
EVT0004,2026-01-06 23:05:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0004,2026-01-06 23:06:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0004,2026-01-06 23:06:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0004,2026-01-06 23:07:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0004,2026-01-06 23:07:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0004,2026-01-06 23:07:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0004,2026-01-06 23:08:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0004,2026-01-06 23:08:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0004,2026-01-06 23:09:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0004,2026-01-06 23:09:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0004,2026-01-06 23:09:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0004,2026-01-06 23:10:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0004,2026-01-06 23:10:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0004,2026-01-06 23:11:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0005,2026-01-07 22:04:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0005,2026-01-07 22:04:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0005,2026-01-07 22:05:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0006,2026-01-07 22:08:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0006,2026-01-07 22:08:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0006,2026-01-07 22:09:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0006,2026-01-07 22:09:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0006,2026-01-07 22:10:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0006,2026-01-07 22:10:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:03:00+00:00,ACTUATOR_STUCK:stock_flow
EVT0007,2026-01-08 04:07:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:07:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:08:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:08:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:09:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:09:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:09:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:10:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:10:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:11:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:11:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:11:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:12:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:12:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:13:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:13:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:14:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:14:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:14:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:15:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:15:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:16:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:16:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:16:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:17:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:17:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:18:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:18:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:19:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:19:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:19:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:20:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:20:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:21:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:21:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0007,2026-01-08 04:21:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0008,2026-01-08 14:05:40+00:00,SCANNER_STANDARDIZING
EVT0008,2026-01-08 14:06:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0008,2026-01-08 14:07:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0008,2026-01-08 14:07:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0008,2026-01-08 14:08:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0008,2026-01-08 14:08:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0008,2026-01-08 14:08:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0008,2026-01-08 14:09:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0008,2026-01-08 14:09:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0008,2026-01-08 14:10:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0008,2026-01-08 14:10:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0009,2026-01-09 09:09:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0010,2026-01-09 04:07:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0010,2026-01-09 04:08:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0010,2026-01-09 04:08:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0010,2026-01-09 04:09:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0010,2026-01-09 04:09:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0011,2026-01-10 01:09:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0012,2026-01-10 07:09:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0013,2026-01-10 22:04:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0013,2026-01-10 22:04:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0013,2026-01-10 22:04:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0013,2026-01-10 22:05:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:07:00+00:00,SHEET_BREAK
EVT0014,2026-01-10 22:03:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:04:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:04:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:05:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:08:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:08:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:09:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:09:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:09:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:10:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:10:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:11:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:11:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:12:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:12:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:12:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:13:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:13:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:14:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:14:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:14:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:15:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:15:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:16:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:16:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:17:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:17:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:17:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:18:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:18:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:19:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:19:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:19:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:20:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:20:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:21:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0014,2026-01-10 22:21:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0016,2026-01-11 19:04:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0016,2026-01-11 19:04:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0016,2026-01-11 19:04:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0016,2026-01-11 19:05:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:03:00+00:00,ACTUATOR_STUCK:stock_flow
EVT0017,2026-01-12 02:07:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:07:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:08:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:08:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:08:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:09:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:09:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:10:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:10:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:11:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:11:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:11:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:12:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:12:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:13:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:13:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:13:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:14:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:14:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:15:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:15:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:16:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:16:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:16:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:17:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:17:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:18:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:18:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:18:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:19:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:19:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:20:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:20:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:21:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:21:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0017,2026-01-12 02:21:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:05:25+00:00,SHEET_BREAK
EVT0018,2026-01-12 16:04:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:06:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:07:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:07:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:08:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:08:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:08:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:09:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:09:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:10:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:10:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:11:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:11:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:11:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:12:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:12:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:13:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:13:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:13:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:14:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:14:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:15:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:15:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:16:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:16:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:16:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:17:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:17:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:18:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:18:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:18:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:19:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:19:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:20:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:20:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:21:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:21:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0018,2026-01-12 16:21:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0020,2026-01-13 10:03:50+00:00,RETENTION_UPSET
EVT0020,2026-01-13 10:04:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0020,2026-01-13 10:04:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0020,2026-01-13 10:05:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0020,2026-01-13 10:05:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0020,2026-01-13 10:06:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0020,2026-01-13 10:06:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0020,2026-01-13 10:06:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0020,2026-01-13 10:07:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0020,2026-01-13 10:07:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0020,2026-01-13 10:08:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0020,2026-01-13 10:08:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0020,2026-01-13 10:09:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0020,2026-01-13 10:09:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0020,2026-01-13 10:09:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0020,2026-01-13 10:10:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0020,2026-01-13 10:10:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0021,2026-01-13 11:06:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0021,2026-01-13 11:06:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0021,2026-01-13 11:07:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0021,2026-01-13 11:07:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0021,2026-01-13 11:08:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0021,2026-01-13 11:08:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0021,2026-01-13 11:08:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0021,2026-01-13 11:09:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0021,2026-01-13 11:09:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0021,2026-01-13 11:10:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0021,2026-01-13 11:10:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0021,2026-01-13 11:10:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0022,2026-01-13 16:04:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0022,2026-01-13 16:04:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0022,2026-01-13 16:05:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0023,2026-01-14 15:04:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0024,2026-01-14 10:00:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0024,2026-01-14 10:06:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0024,2026-01-14 10:07:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0024,2026-01-14 10:07:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0024,2026-01-14 10:08:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0024,2026-01-14 10:08:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0024,2026-01-14 10:08:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0024,2026-01-14 10:09:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0024,2026-01-14 10:09:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0024,2026-01-14 10:10:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0024,2026-01-14 10:10:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0024,2026-01-14 10:11:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:10:00+00:00,SHEET_BREAK
EVT0025,2026-01-15 00:11:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:11:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:12:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:12:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:12:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:13:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:13:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:14:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:14:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:14:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:15:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:15:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:16:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:16:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:17:00+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:17:25+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:17:50+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:18:15+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:18:40+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:19:05+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:19:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:19:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:20:20+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:20:45+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:21:10+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0025,2026-01-15 00:21:35+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0026,2026-01-15 04:03:50+00:00,RETENTION_UPSET
EVT0026,2026-01-15 04:04:30+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0026,2026-01-15 04:04:55+00:00,BASIS_WEIGHT_OFF_SPEC
EVT0026,2026-01-15 04:05:20+00:00,BASIS_WEIGHT_OFF_SPEC
