ts,machine_id,operator_id,tag,old_value,new_value,action_type,free_text
2026-01-08 04:15:55+00:00,PM1,OP01,STOCK_FLOW_SP,107.83,110.84,SETPOINT_NUDGE,
2026-01-08 04:17:20+00:00,PM1,OP05,STOCK_FLOW_SP,107.83,111.26,SETPOINT_NUDGE,
2026-01-08 04:18:55+00:00,PM1,OP03,MACHINE_SPEED_SP,900.0,870.67,SETPOINT_NUDGE,
2026-01-08 04:20:40+00:00,PM1,OP01,MACHINE_SPEED_SP,900.0,875.46,SETPOINT_NUDGE,
2026-01-08 14:04:15+00:00,PM1,OP05,STOCK_FLOW_SP,96.88,93.28,SETPOINT_NUDGE,
2026-01-08 14:06:40+00:00,PM1,OP04,STOCK_FLOW_SP,103.66,106.72,SETPOINT_NUDGE,
2026-01-08 14:08:05+00:00,PM1,OP05,STOCK_FLOW_SP,108.4,111.82,SETPOINT_NUDGE,
2026-01-08 14:09:45+00:00,PM1,OP05,MACHINE_SPEED_SP,900.0,870.97,SETPOINT_NUDGE,
2026-01-09 09:07:15+00:00,PM1,OP01,STOCK_FLOW_SP,104.29,104.89,SETPOINT_NUDGE,
2026-01-09 09:08:50+00:00,PM1,OP05,MACHINE_SPEED_SP,900.0,881.31,SETPOINT_NUDGE,
2026-01-09 09:10:15+00:00,PM1,OP05,STOCK_FLOW_SP,107.64,108.48,SETPOINT_NUDGE,
2026-01-09 04:00:15+00:00,PM1,OP03,MACHINE_SPEED_SP,900.0,882.39,SETPOINT_NUDGE,
2026-01-09 04:04:40+00:00,PM1,OP05,STOCK_FLOW_SP,101.57,100.36,SETPOINT_NUDGE,
2026-01-09 04:06:50+00:00,PM1,OP03,MACHINE_SPEED_SP,900.0,887.48,SETPOINT_NUDGE,
2026-01-09 04:08:30+00:00,PM1,OP02,STOCK_FLOW_SP,110.68,113.02,SETPOINT_NUDGE,
2026-01-09 04:10:05+00:00,PM1,OP02,STOCK_FLOW_SP,113.4,114.98,SETPOINT_NUDGE,
2026-01-10 01:00:20+00:00,PM1,OP05,STOCK_FLOW_SP,100.01,101.37,SETPOINT_NUDGE,
2026-01-10 01:04:30+00:00,PM1,OP02,STOCK_FLOW_SP,101.3,98.63,SETPOINT_NUDGE,
2026-01-10 01:07:30+00:00,PM1,OP04,STOCK_FLOW_SP,108.25,110.83,SETPOINT_NUDGE,
2026-01-10 01:09:00+00:00,PM1,OP02,MACHINE_SPEED_SP,900.0,877.42,SETPOINT_NUDGE,
2026-01-10 01:11:00+00:00,PM1,OP04,MACHINE_SPEED_SP,900.0,885.48,SETPOINT_NUDGE,
2026-01-10 07:07:20+00:00,PM1,OP01,STOCK_FLOW_SP,104.41,105.57,SETPOINT_NUDGE,
2026-01-10 07:08:45+00:00,PM1,OP05,STOCK_FLOW_SP,106.33,108.09,SETPOINT_NUDGE,
2026-01-10 07:10:30+00:00,PM1,OP05,STOCK_FLOW_SP,107.75,109.2,SETPOINT_NUDGE,
2026-01-10 22:00:20+00:00,PM1,OP02,STOCK_FLOW_SP,113.9,115.39,SETPOINT_NUDGE,
2026-01-10 22:03:55+00:00,PM1,OP03,STOCK_FLOW_SP,113.4,116.53,SETPOINT_NUDGE,
2026-01-10 22:05:25+00:00,PM1,OP05,MACHINE_SPEED_SP,900.0,872.65,SETPOINT_NUDGE,
2026-01-10 22:06:55+00:00,PM1,OP04,STOCK_FLOW_SP,107.18,108.86,SETPOINT_NUDGE,
2026-01-10 22:09:00+00:00,PM1,OP01,STOCK_FLOW_SP,102.18,100.89,SETPOINT_NUDGE,
2026-01-10 22:10:35+00:00,PM1,OP01,STOCK_FLOW_SP,100.12,98.62,SETPOINT_NUDGE,
2026-01-10 22:14:05+00:00,PM1,OP01,MACHINE_SPEED_SP,900.0,904.48,SETPOINT_NUDGE,
2026-01-10 22:02:40+00:00,PM1,OP03,MACHINE_SPEED_SP,900.0,904.74,SETPOINT_NUDGE,
2026-01-10 22:04:15+00:00,PM1,OP01,STOCK_FLOW_SP,96.88,94.09,SETPOINT_NUDGE,
2026-01-10 22:06:35+00:00,PM1,OP04,STOCK_FLOW_SP,103.37,104.91,SETPOINT_NUDGE,
2026-01-10 22:08:00+00:00,PM1,OP01,STOCK_FLOW_SP,108.14,104.8,SETPOINT_NUDGE,
2026-01-10 22:09:30+00:00,PM1,OP03,STOCK_FLOW_SP,112.22,109.01,SETPOINT_NUDGE,
2026-01-10 22:10:55+00:00,PM1,OP02,STOCK_FLOW_SP,113.9,111.03,SETPOINT_NUDGE,
2026-01-10 22:12:20+00:00,PM1,OP05,MACHINE_SPEED_SP,900.0,926.67,SETPOINT_NUDGE,
2026-01-10 22:13:50+00:00,PM1,OP03,STOCK_FLOW_SP,113.9,110.7,SETPOINT_NUDGE,
2026-01-10 22:15:20+00:00,PM1,OP04,MACHINE_SPEED_SP,900.0,924.47,SETPOINT_NUDGE,
2026-01-10 22:16:45+00:00,PM1,OP01,STOCK_FLOW_SP,113.9,111.19,SETPOINT_NUDGE,
2026-01-10 22:18:15+00:00,PM1,OP04,STOCK_FLOW_SP,113.9,111.23,SETPOINT_NUDGE,
2026-01-10 22:20:10+00:00,PM1,OP03,STOCK_FLOW_SP,113.9,110.89,SETPOINT_NUDGE,
2026-01-10 22:21:45+00:00,PM1,OP02,MACHINE_SPEED_SP,900.0,925.02,SETPOINT_NUDGE,
2026-01-11 16:03:55+00:00,PM1,OP03,MACHINE_SPEED_SP,900.0,885.54,SETPOINT_NUDGE,
2026-01-11 16:05:20+00:00,PM1,OP05,MACHINE_SPEED_SP,900.0,888.8,SETPOINT_NUDGE,
2026-01-11 16:08:55+00:00,PM1,OP01,STOCK_FLOW_SP,96.41,94.09,SETPOINT_NUDGE,
2026-01-11 16:10:50+00:00,PM1,OP03,STOCK_FLOW_SP,95.69,95.33,SETPOINT_NUDGE,
2026-01-11 16:14:50+00:00,PM1,OP03,STOCK_FLOW_SP,95.68,95.24,SETPOINT_NUDGE,
2026-01-11 19:00:15+00:00,PM1,OP03,STOCK_FLOW_SP,107.83,108.12,SETPOINT_NUDGE,
2026-01-11 19:04:05+00:00,PM1,OP05,MACHINE_SPEED_SP,900.0,872.11,SETPOINT_NUDGE,
2026-01-11 19:05:30+00:00,PM1,OP05,MACHINE_SPEED_SP,900.0,877.7,SETPOINT_NUDGE,
2026-01-11 19:08:15+00:00,PM1,OP05,STOCK_FLOW_SP,99.0,98.08,SETPOINT_NUDGE,
2026-01-11 19:10:00+00:00,PM1,OP03,STOCK_FLOW_SP,96.2,94.54,SETPOINT_NUDGE,
2026-01-11 19:15:45+00:00,PM1,OP03,MACHINE_SPEED_SP,900.0,904.61,SETPOINT_NUDGE,
2026-01-11 19:21:55+00:00,PM1,OP01,STOCK_FLOW_SP,95.68,96.41,SETPOINT_NUDGE,
2026-01-12 02:00:55+00:00,PM1,OP04,MACHINE_SPEED_SP,900.0,894.31,SETPOINT_NUDGE,
2026-01-12 02:02:45+00:00,PM1,OP03,MACHINE_SPEED_SP,900.0,906.73,SETPOINT_NUDGE,
2026-01-12 02:04:10+00:00,PM1,OP03,STOCK_FLOW_SP,100.46,98.34,SETPOINT_NUDGE,
2026-01-12 02:06:25+00:00,PM1,OP03,STOCK_FLOW_SP,103.07,105.62,SETPOINT_NUDGE,
2026-01-12 02:07:55+00:00,PM1,OP05,MACHINE_SPEED_SP,900.0,870.43,SETPOINT_NUDGE,
2026-01-12 02:09:20+00:00,PM1,OP03,STOCK_FLOW_SP,106.96,110.02,SETPOINT_NUDGE,
2026-01-12 02:10:55+00:00,PM1,OP05,STOCK_FLOW_SP,107.83,111.04,SETPOINT_NUDGE,
2026-01-12 02:12:30+00:00,PM1,OP04,STOCK_FLOW_SP,107.83,110.49,SETPOINT_NUDGE,
2026-01-12 02:14:20+00:00,PM1,OP03,MACHINE_SPEED_SP,900.0,874.08,SETPOINT_NUDGE,
2026-01-12 02:15:50+00:00,PM1,OP04,STOCK_FLOW_SP,107.83,110.99,SETPOINT_NUDGE,
2026-01-12 02:17:30+00:00,PM1,OP02,MACHINE_SPEED_SP,900.0,870.93,SETPOINT_NUDGE,
2026-01-12 02:19:05+00:00,PM1,OP05,STOCK_FLOW_SP,107.83,110.87,SETPOINT_NUDGE,
2026-01-12 02:20:30+00:00,PM1,OP03,MACHINE_SPEED_SP,900.0,874.55,SETPOINT_NUDGE,
2026-01-12 02:21:55+00:00,PM1,OP03,STOCK_FLOW_SP,107.83,110.68,SETPOINT_NUDGE,
2026-01-12 16:00:10+00:00,PM1,OP05,MACHINE_SPEED_SP,900.0,894.58,SETPOINT_NUDGE,
2026-01-12 16:04:30+00:00,PM1,OP02,MACHINE_SPEED_SP,900.0,885.08,SETPOINT_NUDGE,
2026-01-12 16:06:05+00:00,PM1,OP04,MACHINE_SPEED_SP,900.0,,SETPOINT_NUDGE,
2026-01-12 16:07:50+00:00,PM1,OP01,STOCK_FLOW_SP,101.99,98.37,SETPOINT_NUDGE,
2026-01-12 16:09:15+00:00,PM1,OP01,STOCK_FLOW_SP,97.91,95.34,SETPOINT_NUDGE,
2026-01-12 16:11:00+00:00,PM1,OP02,MACHINE_SPEED_SP,900.0,931.64,SETPOINT_NUDGE,
2026-01-12 16:12:35+00:00,PM1,OP04,MACHINE_SPEED_SP,900.0,929.53,SETPOINT_NUDGE,
2026-01-12 16:14:35+00:00,PM1,OP02,MACHINE_SPEED_SP,900.0,930.14,SETPOINT_NUDGE,
2026-01-12 16:16:10+00:00,PM1,OP04,STOCK_FLOW_SP,95.68,93.06,SETPOINT_NUDGE,
2026-01-12 16:17:45+00:00,PM1,OP03,STOCK_FLOW_SP,95.68,92.12,SETPOINT_NUDGE,
2026-01-12 16:19:15+00:00,PM1,OP02,MACHINE_SPEED_SP,900.0,926.55,SETPOINT_NUDGE,
2026-01-12 16:20:45+00:00,PM1,OP02,MACHINE_SPEED_SP,900.0,931.09,SETPOINT_NUDGE,
2026-01-12 19:07:45+00:00,PM1,OP03,MACHINE_SPEED_SP,900.0,877.04,SETPOINT_NUDGE,
2026-01-12 19:09:25+00:00,PM1,OP03,STOCK_FLOW_SP,113.29,115.8,SETPOINT_NUDGE,
2026-01-12 19:11:05+00:00,PM1,OP02,STOCK_FLOW_SP,113.9,114.52,SETPOINT_NUDGE,
2026-01-13 10:04:55+00:00,PM1,OP03,STOCK_FLOW_SP,106.7,110.32,SETPOINT_NUDGE,
2026-01-13 10:06:35+00:00,PM1,OP03,MACHINE_SPEED_SP,900.0,864.34,SETPOINT_NUDGE,
2026-01-13 10:08:15+00:00,PM1,OP02,MACHINE_SPEED_SP,900.0,880.73,SETPOINT_NUDGE,
2026-01-13 10:10:00+00:00,PM1,OP03,STOCK_FLOW_SP,100.35,103.49,SETPOINT_NUDGE,
2026-01-13 11:00:10+00:00,PM1,OP01,STOCK_FLOW_SP,95.68,92.85,SETPOINT_NUDGE,
2026-01-13 11:02:45+00:00,PM1,OP04,MACHINE_SPEED_SP,900.0,904.48,SETPOINT_NUDGE,
2026-01-13 11:06:10+00:00,PM1,OP01,STOCK_FLOW_SP,99.89,101.46,SETPOINT_NUDGE,
2026-01-13 11:08:05+00:00,PM1,OP02,MACHINE_SPEED_SP,900.0,882.88,SETPOINT_NUDGE,
2026-01-13 11:09:40+00:00,PM1,OP04,STOCK_FLOW_SP,106.93,110.16,SETPOINT_NUDGE,
2026-01-13 11:11:10+00:00,PM1,OP03,MACHINE_SPEED_SP,900.0,884.24,SETPOINT_NUDGE,
2026-01-13 11:13:05+00:00,PM1,OP04,STOCK_FLOW_SP,107.83,108.47,SETPOINT_NUDGE,
2026-01-13 16:04:15+00:00,PM1,OP04,MACHINE_SPEED_SP,900.0,875.8,SETPOINT_NUDGE,
2026-01-13 16:05:55+00:00,PM1,OP05,MACHINE_SPEED_SP,900.0,889.07,SETPOINT_NUDGE,
2026-01-13 16:08:30+00:00,PM1,OP03,MACHINE_SPEED_SP,900.0,927.87,SETPOINT_NUDGE,
2026-01-13 16:10:10+00:00,PM1,OP05,STOCK_FLOW_SP,100.43,98.27,SETPOINT_NUDGE,
2026-01-13 16:18:45+00:00,PM1,OP02,MACHINE_SPEED_SP,900.0,904.36,SETPOINT_NUDGE,
2026-01-14 15:00:20+00:00,PM1,OP02,STOCK_FLOW_SP,95.68,96.27,SETPOINT_NUDGE,
2026-01-14 15:03:05+00:00,PM1,OP04,MACHINE_SPEED_SP,900.0,897.19,SETPOINT_NUDGE,
2026-01-14 15:04:45+00:00,PM1,OP05,STOCK_FLOW_SP,97.17,94.46,SETPOINT_NUDGE,
2026-01-14 15:07:00+00:00,PM1,OP02,STOCK_FLOW_SP,101.76,103.1,SETPOINT_NUDGE,
2026-01-14 15:08:35+00:00,PM1,OP01,STOCK_FLOW_SP,105.18,108.25,SETPOINT_NUDGE,
2026-01-14 15:10:10+00:00,PM1,OP05,STOCK_FLOW_SP,107.47,108.42,SETPOINT_NUDGE,
2026-01-14 10:00:50+00:00,PM1,OP05,STOCK_FLOW_SP,95.68,98.47,SETPOINT_NUDGE,
2026-01-14 10:05:25+00:00,PM1,OP01,STOCK_FLOW_SP,98.34,100.06,SETPOINT_NUDGE,
2026-01-14 10:06:50+00:00,PM1,OP05,STOCK_FLOW_SP,101.38,103.9,SETPOINT_NUDGE,
2026-01-14 10:08:35+00:00,PM1,OP04,STOCK_FLOW_SP,105.18,107.33,SETPOINT_NUDGE,
2026-01-14 10:10:35+00:00,PM1,OP01,MACHINE_SPEED_SP,900.0,875.14,SETPOINT_NUDGE,
2026-01-14 10:12:15+00:00,PM1,OP02,STOCK_FLOW_SP,107.83,108.53,SETPOINT_NUDGE,
2026-01-15 00:04:25+00:00,PM1,OP04,STOCK_FLOW_SP,96.04,94.73,SETPOINT_NUDGE,
2026-01-15 00:06:40+00:00,PM1,OP02,STOCK_FLOW_SP,97.58,98.8,SETPOINT_NUDGE,
2026-01-15 00:09:05+00:00,PM1,OP05,STOCK_FLOW_SP,99.39,99.94,SETPOINT_NUDGE,
2026-01-15 00:10:45+00:00,PM1,OP03,STOCK_FLOW_SP,100.0,,SETPOINT_NUDGE,
2026-01-15 00:12:15+00:00,PM1,OP05,MACHINE_SPEED_SP,900.0,928.47,SETPOINT_NUDGE,
2026-01-15 00:13:50+00:00,PM1,OP01,STOCK_FLOW_SP,100.01,96.92,SETPOINT_NUDGE,
2026-01-15 00:15:25+00:00,PM1,OP01,STOCK_FLOW_SP,100.01,97.29,SETPOINT_NUDGE,
2026-01-15 00:17:05+00:00,PM1,OP01,STOCK_FLOW_SP,100.01,97.4,SETPOINT_NUDGE,
2026-01-15 00:18:45+00:00,PM1,OP03,STOCK_FLOW_SP,100.01,97.09,SETPOINT_NUDGE,
2026-01-15 00:20:15+00:00,PM1,OP01,MACHINE_SPEED_SP,900.0,928.36,SETPOINT_NUDGE,
2026-01-15 00:21:55+00:00,PM1,OP05,MACHINE_SPEED_SP,900.0,930.53,SETPOINT_NUDGE,
2026-01-15 04:00:25+00:00,PM1,OP03,STOCK_FLOW_SP,100.01,100.4,SETPOINT_NUDGE,
2026-01-15 04:02:15+00:00,PM1,OP01,STOCK_FLOW_SP,100.01,100.78,SETPOINT_NUDGE,
2026-01-15 04:03:45+00:00,PM1,OP05,STOCK_FLOW_SP,100.21,99.02,SETPOINT_NUDGE,
2026-01-15 04:05:15+00:00,PM1,OP05,STOCK_FLOW_SP,101.52,104.89,SETPOINT_NUDGE,
2026-01-15 04:06:40+00:00,PM1,OP04,STOCK_FLOW_SP,103.44,106.76,SETPOINT_NUDGE,
2026-01-15 04:08:15+00:00,PM1,OP01,STOCK_FLOW_SP,105.7,109.04,SETPOINT_NUDGE,
2026-01-15 04:09:50+00:00,PM1,OP04,MACHINE_SPEED_SP,900.0,875.94,SETPOINT_NUDGE,
2026-01-15 04:15:10+00:00,PM1,OP05,STOCK_FLOW_SP,107.83,108.73,SETPOINT_NUDGE,
2026-01-15 04:21:25+00:00,PM1,OP05,STOCK_FLOW_SP,107.83,108.98,SETPOINT_NUDGE,
2026-01-15 14:04:05+00:00,PM1,OP04,STOCK_FLOW_SP,96.59,93.37,SETPOINT_NUDGE,
2026-01-15 14:06:40+00:00,PM1,OP04,MACHINE_SPEED_SP,900.0,886.78,SETPOINT_NUDGE,
2026-01-15 14:08:10+00:00,PM1,OP04,STOCK_FLOW_SP,108.67,112.07,SETPOINT_NUDGE,
2026-01-15 14:09:50+00:00,PM1,OP04,MACHINE_SPEED_SP,900.0,876.3,SETPOINT_NUDGE,
2026-01-16 03:04:00+00:00,PM1,OP02,STOCK_FLOW_SP,113.31,116.2,SETPOINT_NUDGE,
2026-01-16 03:05:25+00:00,PM1,OP03,STOCK_FLOW_SP,110.87,113.87,SETPOINT_NUDGE,
2026-01-16 03:07:05+00:00,PM1,OP03,MACHINE_SPEED_SP,900.0,892.33,SETPOINT_NUDGE,
2026-01-16 03:08:35+00:00,PM1,OP04,STOCK_FLOW_SP,103.05,102.47,SETPOINT_NUDGE,
2026-01-16 03:10:00+00:00,PM1,OP02,MACHINE_SPEED_SP,900.0,913.79,SETPOINT_NUDGE,
2026-01-16 03:17:50+00:00,PM1,OP02,MACHINE_SPEED_SP,900.0,895.32,SETPOINT_NUDGE,
2026-01-16 10:00:40+00:00,PM1,OP05,STOCK_FLOW_SP,107.83,108.27,SETPOINT_NUDGE,
2026-01-16 10:04:10+00:00,PM1,OP05,MACHINE_SPEED_SP,900.0,886.85,SETPOINT_NUDGE,
2026-01-16 10:05:45+00:00,PM1,OP01,STOCK_FLOW_SP,105.7,106.87,SETPOINT_NUDGE,
2026-01-16 10:07:50+00:00,PM1,OP01,MACHINE_SPEED_SP,900.0,904.06,SETPOINT_NUDGE,
2026-01-16 10:09:40+00:00,PM1,OP04,STOCK_FLOW_SP,100.59,99.44,SETPOINT_NUDGE,
2026-01-16 10:11:25+00:00,PM1,OP01,STOCK_FLOW_SP,100.01,99.63,SETPOINT_NUDGE,
2026-01-16 10:13:25+00:00,PM1,OP04,MACHINE_SPEED_SP,900.0,895.27,SETPOINT_NUDGE,
2026-01-16 10:14:55+00:00,PM1,OP05,MACHINE_SPEED_SP,900.0,903.51,SETPOINT_NUDGE,
2026-01-16 10:17:30+00:00,PM1,OP05,MACHINE_SPEED_SP,900.0,912.22,SETPOINT_NUDGE,
2026-01-17 02:04:35+00:00,PM1,OP01,STOCK_FLOW_SP,113.29,114.79,SETPOINT_NUDGE,
2026-01-17 02:06:05+00:00,PM1,OP01,STOCK_FLOW_SP,111.89,112.79,SETPOINT_NUDGE,
2026-01-17 02:08:45+00:00,PM1,OP01,STOCK_FLOW_SP,109.01,107.88,SETPOINT_NUDGE,
2026-01-17 02:10:35+00:00,PM1,OP02,MACHINE_SPEED_SP,900.0,904.46,SETPOINT_NUDGE,
2026-01-17 12:06:10+00:00,PM1,OP02,STOCK_FLOW_SP,99.89,101.27,SETPOINT_NUDGE,
2026-01-17 12:07:55+00:00,PM1,OP03,STOCK_FLOW_SP,103.81,106.01,SETPOINT_NUDGE,
2026-01-17 12:09:30+00:00,PM1,OP04,STOCK_FLOW_SP,106.71,109.51,SETPOINT_NUDGE,
2026-01-17 12:11:25+00:00,PM1,OP05,STOCK_FLOW_SP,107.83,108.89,SETPOINT_NUDGE,
2026-01-17 16:00:25+00:00,PM1,OP04,STOCK_FLOW_SP,107.83,105.66,SETPOINT_NUDGE,
2026-01-17 16:04:10+00:00,PM1,OP01,MACHINE_SPEED_SP,900.0,893.5,SETPOINT_NUDGE,
2026-01-17 16:05:55+00:00,PM1,OP02,MACHINE_SPEED_SP,900.0,886.89,SETPOINT_NUDGE,
2026-01-17 16:07:30+00:00,PM1,OP02,STOCK_FLOW_SP,103.19,105.85,SETPOINT_NUDGE,
2026-01-17 16:08:55+00:00,PM1,OP03,MACHINE_SPEED_SP,900.0,870.94,SETPOINT_NUDGE,
2026-01-17 16:15:55+00:00,PM1,OP03,MACHINE_SPEED_SP,900.0,909.27,SETPOINT_NUDGE,
2026-01-18 07:00:35+00:00,PM1,OP01,STOCK_FLOW_SP,107.83,107.12,SETPOINT_NUDGE,
2026-01-18 07:04:00+00:00,PM1,OP03,MACHINE_SPEED_SP,900.0,886.88,SETPOINT_NUDGE,
2026-01-18 07:05:40+00:00,PM1,OP03,STOCK_FLOW_SP,104.68,106.55,SETPOINT_NUDGE,
2026-01-18 07:08:10+00:00,PM1,OP03,MACHINE_SPEED_SP,900.0,913.88,SETPOINT_NUDGE,
2026-01-18 07:09:50+00:00,PM1,OP01,STOCK_FLOW_SP,96.38,94.13,SETPOINT_NUDGE,
2026-01-18 07:19:20+00:00,PM1,OP04,STOCK_FLOW_SP,95.68,95.21,SETPOINT_NUDGE,
2026-01-18 07:21:20+00:00,PM1,OP03,STOCK_FLOW_SP,95.68,96.03,SETPOINT_NUDGE,
2026-01-18 09:00:30+00:00,PM1,OP05,STOCK_FLOW_SP,100.01,100.99,SETPOINT_NUDGE,
2026-01-18 09:03:45+00:00,PM1,OP01,MACHINE_SPEED_SP,900.0,909.76,SETPOINT_NUDGE,
2026-01-18 09:05:20+00:00,PM1,OP05,MACHINE_SPEED_SP,900.0,911.63,SETPOINT_NUDGE,
2026-01-18 09:08:00+00:00,PM1,OP04,STOCK_FLOW_SP,105.36,106.31,SETPOINT_NUDGE,
2026-01-18 09:10:05+00:00,PM1,OP03,MACHINE_SPEED_SP,900.0,893.1,SETPOINT_NUDGE,
2026-01-18 09:11:55+00:00,PM1,OP05,STOCK_FLOW_SP,107.83,108.48,SETPOINT_NUDGE,
2026-01-18 09:15:00+00:00,PM1,OP02,STOCK_FLOW_SP,107.83,108.58,SETPOINT_NUDGE,
